Precursor Density Summation,Precursor Count,Lowest Density,Highest Density,Mean,Successor Density

0.0,1.0,0.0,0.0,0.0,0.0
0.0,0.0,1.0,0.0,0.0,0.1111111111111111
0.0,0.0,1.0,0.0,0.0,0.2222222222222222
0.0,0.0,1.0,0.0,0.0,0.3333333333333333
0.0,0.0,1.0,0.0,0.0,0.4444444444444444
0.0,0.0,1.0,0.0,0.0,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
0.0,0.0,1.0,0.0,0.0,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

1.0000000000000002,25.0,0.04,0.04,0.04000000000000001,0.0
0.0,0.0,1.0,0.0,0.0,0.1111111111111111
0.0,0.0,1.0,0.0,0.0,0.2222222222222222
0.0,0.0,1.0,0.0,0.0,0.3333333333333333
0.0,0.0,1.0,0.0,0.0,0.4444444444444444
0.0,0.0,1.0,0.0,0.0,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
0.0,0.0,1.0,0.0,0.0,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

23.99999999999984,300.0,0.08,0.08,0.07999999999999946,0.0
0.0,0.0,1.0,0.0,0.0,0.1111111111111111
0.0,0.0,1.0,0.0,0.0,0.2222222222222222
0.0,0.0,1.0,0.0,0.0,0.3333333333333333
0.0,0.0,1.0,0.0,0.0,0.4444444444444444
0.0,0.0,1.0,0.0,0.0,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
0.0,0.0,1.0,0.0,0.0,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

212.160000000005,1768.0,0.12,0.12,0.12000000000000283,0.0
41.51999999999988,346.0,0.12,0.12,0.11999999999999966,0.1111111111111111
19.679999999999986,164.0,0.12,0.12,0.11999999999999991,0.2222222222222222
0.72,6.0,0.12,0.12,0.12,0.3333333333333333
1.9200000000000008,16.0,0.12,0.12,0.12000000000000005,0.4444444444444444
0.0,0.0,1.0,0.0,0.0,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
0.0,0.0,1.0,0.0,0.0,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

887.5199999999605,5547.0,0.16,0.16,0.1599999999999929,0.0
573.440000000023,3584.0,0.16,0.16,0.16000000000000641,0.1111111111111111
360.0000000000115,2250.0,0.16,0.16,0.1600000000000051,0.2222222222222222
120.95999999999813,756.0,0.16,0.16,0.15999999999999753,0.3333333333333333
60.31999999999942,377.0,0.16,0.16,0.15999999999999845,0.4444444444444444
12.800000000000008,80.0,0.16,0.16,0.1600000000000001,0.5555555555555556
8.320000000000004,52.0,0.16,0.16,0.1600000000000001,0.6666666666666666
0.64,4.0,0.16,0.16,0.16,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

1963.8000000003094,9819.0,0.2,0.2,0.2000000000000315,0.0
3004.3999999994585,15022.0,0.2,0.2,0.19999999999996396,0.1111111111111111
2601.599999999825,13008.0,0.2,0.2,0.19999999999998652,0.2222222222222222
1550.0000000002153,7750.0,0.2,0.2,0.2000000000000278,0.3333333333333333
906.8000000000692,4534.0,0.2,0.2,0.20000000000001525,0.4444444444444444
397.199999999986,1986.0,0.2,0.2,0.19999999999999296,0.5555555555555556
144.80000000000032,724.0,0.2,0.2,0.20000000000000046,0.6666666666666666
43.200000000000074,216.0,0.2,0.2,0.20000000000000034,0.7777777777777777
12.999999999999986,65.0,0.2,0.2,0.1999999999999998,0.8888888888888888
1.2,6.0,0.2,0.2,0.19999999999999998,1.0

2597.7599999995714,10824.0,0.24,0.24,0.2399999999999604,0.0
7769.279999994868,32372.0,0.24,0.24,0.23999999999984148,0.1111111111111111
10454.399999992427,43560.0,0.24,0.24,0.23999999999982616,0.2222222222222222
8986.559999993762,37444.0,0.24,0.24,0.2399999999998334,0.3333333333333333
6436.79999999608,26820.0,0.24,0.24,0.23999999999985386,0.4444444444444444
3779.5199999984966,15748.0,0.24,0.24,0.23999999999990454,0.5555555555555556
1713.1200000000588,7138.0,0.24,0.24,0.24000000000000823,0.6666666666666666
594.2400000000164,2476.0,0.24,0.24,0.24000000000000662,0.7777777777777777
150.23999999999964,626.0,0.24,0.24,0.23999999999999944,0.8888888888888888
22.079999999999973,92.0,0.24,0.24,0.2399999999999997,1.0

2581.0400000002073,9218.0,0.28,0.28,0.2800000000000225,0.0
12455.520000007535,44484.0,0.28,0.28,0.2800000000001694,0.1111111111111111
25849.03999997737,92318.0,0.28,0.28,0.27999999999975483,0.2222222222222222
31071.039999955658,110968.0,0.28,0.28,0.2799999999996004,0.3333333333333333
27587.279999970142,98526.0,0.28,0.28,0.27999999999969694,0.4444444444444444
19701.36000000293,70362.0,0.28,0.28,0.2800000000000416,0.5555555555555556
10516.240000003,37558.0,0.28,0.28,0.28000000000007985,0.6666666666666666
3822.000000001094,13650.0,0.28,0.28,0.28000000000008013,0.7777777777777777
901.5999999999381,3220.0,0.28,0.28,0.27999999999998076,0.8888888888888888
110.88000000000036,396.0,0.28,0.28,0.2800000000000009,1.0

2552.3200000001248,7976.0,0.32,0.32,0.32000000000001566,0.0
17131.51999998906,53536.0,0.32,0.32,0.31999999999979567,0.1111111111111111
47439.999999961496,148250.0,0.32,0.32,0.31999999999974027,0.2222222222222222
75267.84000015746,235212.0,0.32,0.32,0.32000000000066947,0.3333333333333333
82071.36000030597,256473.0,0.32,0.32,0.320000000001193,0.4444444444444444
66508.79999996627,207840.0,0.32,0.32,0.3199999999998377,0.5555555555555556
37912.31999997016,118476.0,0.32,0.32,0.31999999999974815,0.6666666666666666
13959.679999991944,43624.0,0.32,0.32,0.3199999999998153,0.7777777777777777
2941.440000000324,9192.0,0.32,0.32,0.32000000000003526,0.8888888888888888
318.7199999999946,996.0,0.32,0.32,0.3199999999999946,1.0

3348.000000000209,9300.0,0.36,0.36,0.36000000000002247,0.0
26614.080000026534,73928.0,0.36,0.36,0.3600000000003589,0.1111111111111111
84862.80000012071,235730.0,0.36,0.36,0.3600000000005121,0.2222222222222222
154125.35999930082,428126.0,0.36,0.36,0.3599999999983669,0.3333333333333333
186695.63999803693,518599.0,0.36,0.36,0.3599999999962147,0.4444444444444444
156574.79999920577,434930.0,0.36,0.36,0.3599999999981739,0.5555555555555556
86418.72000012323,240052.0,0.36,0.36,0.36000000000051335,0.6666666666666666
30188.880000032314,83858.0,0.36,0.36,0.36000000000038535,0.7777777777777777
6004.0799999987385,16678.0,0.36,0.36,0.3599999999999244,0.8888888888888888
638.6400000000191,1774.0,0.36,0.36,0.36000000000001076,1.0

7411.1999999976415,18528.0,0.4,0.4,0.3999999999998727,0.0
54592.00000012848,136480.0,0.4,0.4,0.4000000000009414,0.1111111111111111
168583.99999866876,421460.0,0.4,0.4,0.3999999999968414,0.2222222222222222
298476.7999994221,746192.0,0.4,0.4,0.39999999999922553,0.3333333333333333
341348.8000019176,853372.0,0.4,0.4,0.40000000000224706,0.4444444444444444
259817.59999734114,649544.0,0.4,0.4,0.3999999999959066,0.5555555555555556
128147.19999925718,320368.0,0.4,0.4,0.3999999999976814,0.6666666666666666
40524.8000000773,101312.0,0.4,0.4,0.400000000000763,0.7777777777777777
7775.99999999731,19440.0,0.4,0.4,0.39999999999986163,0.8888888888888888
825.5999999999702,2064.0,0.4,0.4,0.3999999999999856,1.0

24876.71999998092,56538.0,0.44,0.44,0.43999999999966255,0.0
135958.24000050346,308996.0,0.44,0.44,0.4400000000016293,0.1111111111111111
343679.6000016026,781090.0,0.44,0.44,0.44000000000205175,0.2222222222222222
510182.6400024837,1159506.0,0.44,0.44,0.440000000002142,0.3333333333333333
481094.24000232975,1093396.0,0.44,0.44,0.44000000000213074,0.4444444444444444
300558.72000137443,683088.0,0.44,0.44,0.44000000000201206,0.5555555555555556
124572.80000044323,283120.0,0.44,0.44,0.4400000000015655,0.6666666666666666
33740.079999962574,76682.0,0.44,0.44,0.43999999999951195,0.7777777777777777
5978.71999999873,13588.0,0.44,0.44,0.4399999999999065,0.8888888888888888
614.2400000000102,1396.0,0.44,0.44,0.44000000000000733,1.0

84705.6000000299,176470.0,0.48,0.48,0.4800000000001694,0.0
318412.80000031384,663360.0,0.48,0.48,0.4800000000004731,0.1111111111111111
598730.8799894361,1247356.0,0.48,0.48,0.479999999991531,0.2222222222222222
675843.8399864438,1408008.0,0.48,0.48,0.479999999990372,0.3333333333333333
488971.6799936953,1018691.0,0.48,0.48,0.479999999993811,0.4444444444444444
233667.84000187577,486808.0,0.48,0.48,0.4800000000038532,0.5555555555555556
76370.88000010065,159106.0,0.48,0.48,0.4800000000006326,0.6666666666666666
16751.999999988635,34900.0,0.48,0.48,0.47999999999967435,0.7777777777777777
2460.000000000081,5125.0,0.48,0.48,0.4800000000000158,0.8888888888888888
228.4799999999982,476.0,0.48,0.48,0.4799999999999962,1.0

228378.7999983751,439190.0,0.52,0.52,0.5199999999963002,0.0
582013.1200091525,1119256.0,0.52,0.52,0.5200000000081773,0.1111111111111111
778196.6400161798,1496532.0,0.52,0.52,0.5200000000108115,0.2222222222222222
637730.0800111482,1226404.0,0.52,0.52,0.5200000000090902,0.3333333333333333
332248.8000002059,638940.0,0.52,0.52,0.5200000000003223,0.4444444444444444
113293.44000019641,217872.0,0.52,0.52,0.5200000000009015,0.5555555555555556
27353.04000001939,52602.0,0.52,0.52,0.5200000000003686,0.6666666666666666
4449.1200000001645,8556.0,0.52,0.52,0.5200000000000192,0.7777777777777777
457.59999999999513,880.0,0.52,0.52,0.5199999999999945,0.8888888888888888
35.36,68.0,0.52,0.52,0.52,1.0

452210.0799982896,807518.0,0.56,0.56,0.5599999999978819,0.0
764644.1600219738,1365436.0,0.56,0.56,0.5600000000160928,0.1111111111111111
708976.800016419,1266030.0,0.56,0.56,0.5600000000129689,0.2222222222222222
396712.9599985203,708416.0,0.56,0.56,0.5599999999979113,0.3333333333333333
137389.27999959848,245338.0,0.56,0.56,0.5599999999983634,0.4444444444444444
30692.48000002859,54808.0,0.56,0.56,0.5600000000005216,0.5555555555555556
4997.440000000297,8924.0,0.56,0.56,0.5600000000000332,0.6666666666666666
492.80000000000183,880.0,0.56,0.56,0.560000000000002,0.7777777777777777
27.999999999999982,50.0,0.56,0.56,0.5599999999999996,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

648757.1999867926,1081262.0,0.6,0.6,0.5999999999877852,0.0
701390.3999847502,1168984.0,0.6,0.6,0.5999999999869546,0.1111111111111111
427681.19999537145,712802.0,0.6,0.6,0.5999999999935065,0.2222222222222222
148663.20000069423,247772.0,0.6,0.6,0.6000000000028018,0.3333333333333333
30475.199999972836,50792.0,0.6,0.6,0.5999999999994652,0.4444444444444444
3952.7999999995836,6588.0,0.6,0.6,0.5999999999999368,0.5555555555555556
324.00000000000085,540.0,0.6,0.6,0.6000000000000015,0.6666666666666666
11.999999999999996,20.0,0.6,0.6,0.5999999999999999,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

678257.2800118339,1059777.0,0.64,0.64,0.6400000000111664,0.0
436766.7200065627,682448.0,0.64,0.64,0.6400000000096164,0.1111111111111111
159457.28000050967,249152.0,0.64,0.64,0.6400000000020456,0.2222222222222222
29928.95999998206,46764.0,0.64,0.64,0.6399999999996164,0.3333333333333333
2927.359999999966,4574.0,0.64,0.64,0.6399999999999926,0.4444444444444444
166.39999999999927,260.0,0.64,0.64,0.6399999999999971,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
0.0,0.0,1.0,0.0,0.0,0.7777777777777777
0.0,0.0,1.0,0.0,0.0,0.8888888888888888
0.0,0.0,1.0,0.0,0.0,1.0

521226.11999534507,766509.0,0.68,0.68,0.6799999999939271,0.0
177647.27999887426,261246.0,0.68,0.68,0.6799999999956909,0.1111111111111111
33895.28000001232,49846.0,0.68,0.68,0.6800000000002471,0.2222222222222222
2634.3199999999215,3874.0,0.68,0.68,0.6799999999999797,0.3333333333333333
68.00000000000001,100.0,0.68,0.68,0.6800000000000002,0.4444444444444444
0.0,0.0,1.0,0.0,0.0,0.5555555555555556
0.0,0.0,1.0,0.0,0.0,0.6666666666666666
